#GENE	1_S31	3_S32	4_S33	6_S34
Trp53inp2	3629	3028	2506	2692
Trp53rka	519	480	315	417
Trp53rkb	76	73	44	65
Trp53tg5	5	1	1	5
Trp63	403	395	507	386
Trp73	45	17	18	19
Trp73os	0	0	0	0
Trpa1	44	16	27	26
Trpc1	105	114	94	118
Trpc2	0	0	0	0
Trpc3	311	344	386	518
Trpc4	184	192	140	115
Trpc4ap	7309	5738	4999	5490
Trpc5	58	61	73	125
Trpc5os	4	8	1	5
Trpc6	815	616	734	1055
Trpc7	3	1	1	2
Trpd52l3	0	0	0	0
Trpm1	2	0	0	1
Trpm2	3	4	4	2
Trpm3	29	14	14	15
Trpm4	1160	807	786	888
Trpm5	32	40	45	39
Trpm6	38	13	25	14
Trpm7	3663	3860	3934	4023
Trpm8	2	1	1	3
Trps1	814	750	728	707
Trpt1	152	98	118	107
Trpv1	0	0	1	1
Trpv2	136	176	87	129
Trpv3	52	42	58	49
Trpv4	93	80	64	61
Trpv5	0	0	0	0
Trpv6	20	21	26	17
Trrap	14593	13373	12595	14154
Trub1	1008	770	754	844
Trub2	972	776	738	846
Try10	0	3	1	5
Try4	0	0	1	0
Try5	4	3	2	0
Tsacc	116	102	102	78
Tsc1	2494	2165	2118	2317
Tsc2	3963	3410	3017	3397
Tsc22d1	25914	24980	26318	26171
Tsc22d2	1460	1222	1221	1190
Tsc22d3	1308	1345	1258	1315
Tsc22d4	2938	2394	2099	2104
Tsen15	819	657	666	799
Tsen2	630	451	336	449
Tsen34	2406	2098	1725	2050
Tsen54	796	572	518	590
Tsfm	892	652	611	805
Tsg101	2219	1811	1774	1903
Tsg101-ps	37	23	29	13
Tsga10	314	305	279	322
Tsga10ip	65	47	63	65
Tsga13	0	5	5	3
Tsga8	0	0	2	1
Tshb	3	5	1	4
Tshr	7	15	10	26
Tshz1	12249	11235	7334	7862
Tshz2	3607	3841	3536	3854
Tshz3	289	425	299	312
Tsix	0	2	0	1
Tsks	2	4	8	4
Tsku	589	324	264	327
Tslp	31	29	29	22
Tslrn1	0	0	1	3
Tsn	4326	3601	3512	3669
Tsnax	3305	2712	2539	2672
Tsnaxip1	1	5	4	3
Tspan1	77	56	63	49
Tspan10	1	0	0	1
Tspan11	163	183	116	105
Tspan12	454	417	388	354
Tspan13	358	287	341	297
Tspan14	3257	2805	2717	2909
Tspan15	608	605	650	587
Tspan17	124	143	128	137
Tspan18	1467	1380	1190	1755
Tspan2	180	367	149	211
Tspan2os	0	0	0	0
Tspan3	5467	4754	4420	4226
Tspan31	1852	1559	1329	1565
Tspan32	3	6	6	7
Tspan32os	9	3	3	3
Tspan33	389	231	347	339
Tspan4	1423	1240	935	1097
Tspan5	954	959	811	1020
Tspan6	2116	2083	1938	1974
Tspan7	958	1108	989	933
Tspan8	69	50	33	30
Tspan9	2572	2785	2010	2266
Tspear	6	9	7	7
Tspo	426	494	425	479
Tspo2	0	0	0	0
Tspoap1	28	24	34	32
Tspy-ps	0	0	0	0
Tspyl-ps	0	0	0	0
Tspyl1	1804	1612	1397	1432
Tspyl2	1783	1398	1342	1622
Tspyl3	154	199	171	158
Tspyl4	376	228	260	242
Tspyl5	244	183	225	225
Tsr1	1601	1277	1021	1235
Tsr2	1318	1099	1099	1171
Tsr3	550	403	388	409
Tssc4	1348	968	797	1147
Tssk1	14	12	12	5
Tssk2	3	0	6	2
Tssk3	2	1	3	1
Tssk4	30	31	36	28
Tssk5	0	1	0	0
Tssk6	16	14	16	28
Tst	1573	1199	1373	1590
Tsta3	1036	866	740	836
Tstd1	20	16	27	19
Tstd2	935	850	734	837
Tstd3	108	141	131	125
Tsx	12	11	14	7
Ttbk1	66	29	56	66
Ttbk2	840	764	823	807
Ttc1	1362	1131	1032	1182
Ttc12	389	310	262	255
Ttc13	3247	2597	2408	2811
Ttc14	2202	1738	1894	1992
Ttc16	17	12	22	10
Ttc17	1608	1400	1403	1428
Ttc19	1595	1086	1141	1282
Ttc21a	10	7	14	8
Ttc21b	1020	1052	885	920
Ttc22	10	7	5	3
Ttc23	1247	1095	1073	1128
Ttc23l	3	4	3	2
Ttc24	1	0	0	0
Ttc25	30	25	20	32
Ttc26	322	306	374	449
Ttc27	1708	1393	1257	1288
Ttc28	2664	2781	2153	2500
Ttc29	63	53	37	30
Ttc3	8562	8209	7356	7984
Ttc30a1	121	93	93	137
Ttc30a2	0	3	2	5
Ttc30b	490	380	351	443
Ttc32	178	107	105	144
Ttc33	711	613	564	585
Ttc34	74	42	97	52
Ttc36	2	0	2	3
Ttc37	1872	1785	1618	1863
Ttc38	726	699	654	556
Ttc39a	88	79	102	90
Ttc39aos1	10	8	12	14
Ttc39b	1143	709	739	913
Ttc39c	584	457	542	549
Ttc39d	8	5	6	7
Ttc4	1636	1319	1263	1401
Ttc41	207	147	205	192
Ttc5	1646	1460	1313	1305
Ttc6	172	90	77	88
Ttc7	302	226	257	253
Ttc7b	1997	1487	1379	1619
Ttc8	689	690	557	589
Ttc9	100	71	41	81
Ttc9b	4	7	4	6
Ttc9c	1970	1814	2096	2051
Ttf1	968	953	904	1015
Ttf2	1782	1335	1300	1668
Tti1	1858	1344	1297	1588
Tti2	579	414	452	536
Ttk	1954	1413	1684	1726
Ttl	1457	1272	1136	1280
Ttll1	301	218	222	334
Ttll10	50	34	47	40
Ttll11	475	203	404	348
Ttll12	2049	1847	1598	1828
Ttll13	126	59	89	90
Ttll2	0	0	0	0
Ttll3	409	163	133	161
Ttll4	3283	2341	2595	3284
Ttll5	1472	1411	1195	1307
Ttll6	1	2	1	0
Ttll7	253	219	244	176
Ttll8	1	1	1	0
Ttll9	9	6	7	9
Ttn	190	100	226	213
Ttpa	268	168	139	138
Ttpal	1152	984	829	1030
Ttr	0	0	0	0
Ttyh1	119	86	121	83
Ttyh2	831	647	977	1207
Ttyh3	5270	4764	4809	5260
Tub	603	453	628	651
Tuba-rs1	1	1	0	1
Tuba1a	3097	3972	2452	3620
Tuba1b	3972	3452	3029	4183
Tuba1c	2408	1828	1748	2193
Tuba3a	345	285	183	186
Tuba3b	68	12	94	77
Tuba4a	1175	717	919	825
Tuba8	197	102	99	89
Tubal3	161	82	89	90
Tubb1	0	0	0	0
Tubb2a	1907	1466	1612	1507
Tubb2a-ps2	1	0	5	5
Tubb2b	1118	837	1130	937
Tubb3	1148	615	831	668
Tubb4a	118	122	85	165
Tubb4b	9913	7257	7330	9659
Tubb4b-ps1	7	8	6	9
Tubb4b-ps2	4	1	2	1
Tubb5	46527	39264	33065	41826
Tubb6	2656	2152	1945	2396
Tubd1	244	233	209	263
Tube1	359	279	283	294
Tubg1	2721	2051	1758	2484
Tubg2	765	625	833	705
Tubgcp2	3149	2393	2321	2700
Tubgcp3	2307	1955	1772	1997
Tubgcp4	1050	818	853	1025
Tubgcp5	1249	1062	989	1167
Tubgcp6	1437	1156	1119	1452
Tufm	2327	1825	1439	1923
Tuft1	1343	1094	789	739
Tug1	4788	4416	4193	4639
Tulp1	44	34	28	24
Tulp2	269	290	396	319
Tulp3	2388	1987	1941	2044
Tulp4	3342	2928	3085	3449
Tunar	9	7	2	1
Tusc1	110	100	85	114
Tusc2	816	734	600	748
Tusc3	1629	1356	1254	1274
Tut1	947	664	633	742
Tut4	14633	12784	11640	14919
Tut7	2414	2158	1853	2068
Tvp23a	104	114	103	153
Tvp23b	1462	1284	1278	1286
Tvp23bos	8	13	11	9
Twf1	2520	2206	1987	2204
Twf2	931	676	682	837
Twist1	190	182	213	158
Twist2	42	66	53	75
Twistnb	1364	1072	861	1059
Twnk	1699	1375	1326	1452
Twsg1	8771	8440	7374	7796
Txk	35	44	37	45
Txlna	4872	3693	3510	4292
Txlnb	44	36	36	31
Txlng	1136	965	899	869
Txn-ps1	2	1	2	1
Txn1	5493	4715	3539	4494
Txn2	4027	3597	2994	3539
Txndc11	2668	1889	1643	2107
Txndc12	2197	2073	1905	1824
Txndc15	1837	1496	1457	1578
Txndc16	1318	1250	1007	844
Txndc17	1871	1687	1467	1563
Txndc2	451	208	261	249
Txndc5	18746	16133	13799	14758
Txndc8	0	0	0	0
Txndc9	2032	1602	1635	1630
Txnip	15479	11028	10815	6879
Txnl1	8565	7068	5980	7014
Txnl4a	1341	1068	968	1136
Txnl4b	398	344	334	387
Txnrd1	5709	4452	4160	4920
Txnrd2	794	625	601	568
Txnrd3	735	521	688	744
Tyk2	1172	1132	1010	1004
Tymp	29	26	33	26
Tyms	1979	1624	1570	1991
Tyms-ps	1	2	1	2
Tyr	1	0	2	0
Tyro3	1899	1933	2349	3142
Tyrobp	46	68	49	42
Tyrp1	0	0	0	0
Tysnd1	1027	721	678	832
Tyw1	1792	1366	1450	1386
Tyw3	237	192	211	186
Tyw5	233	190	224	205
U2af1	3548	2542	2060	2717
U2af1l4	42	32	34	36
U2af2	9041	6655	5978	7279
U2surp	4274	3426	3209	3855
U90926	0	2	8	8
Uaca	1349	1207	1130	1160
Uap1	1516	1309	1002	1285
Uap1l1	602	459	359	392
Uba1	18201	15506	13260	15954
Uba1y	0	0	0	0
Uba1y-ps1	0	0	0	0
Uba1y-ps2	0	0	0	0
Uba2	5233	4389	3890	4395
Uba3	2757	2166	1976	2433
Uba5	2079	1613	1370	1653
Uba52	246	158	189	201
Uba52-ps	1	1	1	2
Uba6	1489	1364	1281	1467
Uba7	317	296	372	258
Ubac1	1191	984	889	1116
Ubac2	1720	1344	1280	1460
Ubald1	1568	1258	957	1243
Ubald2	267	219	203	255
Ubap1	2381	2060	1721	1754
Ubap1l	2	1	9	7
Ubap2	6971	5698	6397	7375
Ubap2l	9452	7871	7196	8584
Ubash3a	188	115	149	140
Ubash3b	1731	2301	1922	2207
Ubb	12743	11564	12531	13484
Ubb-ps	124	436	208	805
Ubc	829	571	2103	1250
Ubd	0	1	0	0
Ube2a	1280	1050	1010	1032
Ube2b	4014	3659	2980	3114
Ube2c	2873	2402	2378	3009
Ube2cbp	127	94	85	102
Ube2d-ps	649	632	587	574
Ube2d1	1182	1103	905	1053
Ube2d2a	1921	1443	1416	1429
Ube2d2b	1	0	1	2
Ube2d3	12323	9576	9924	9580
Ube2d4	0	1	1	0
Ube2dnl1	0	0	0	0
Ube2dnl2	0	0	0	0
Ube2e1	933	764	842	740
Ube2e2	687	538	564	538
Ube2e3	2516	2379	2015	2029
Ube2f	1356	1124	1004	1359
Ube2g1	2700	2024	2040	2043
Ube2g2	1941	1596	1366	1723
Ube2h	5478	4948	3940	4081
Ube2i	3229	2288	2506	2778
Ube2j1	3434	2925	2425	2799
Ube2j2	1122	874	817	916
Ube2k	3528	2630	2598	3167
Ube2l3	4160	3640	3342	3744
Ube2l3-ps1	0	0	0	1
Ube2l6	443	433	404	398
Ube2m	3854	3298	2950	3487
Ube2n	1771	1499	1387	1605
Ube2n-ps1	80	54	45	83
Ube2nl	0	0	0	0
Ube2o	2853	2039	1858	2261
Ube2q1	3203	2718	2583	2794
Ube2q2	1363	1075	1213	1237
Ube2ql1	89	67	79	57
Ube2r2	5066	4742	4092	4198
Ube2s	2247	1774	1716	2042
Ube2t	605	426	709	477
Ube2u	16	5	9	10
Ube2uos	0	0	0	2
Ube2v1	37	40	34	29
Ube2v2	501	456	378	423
Ube2w	1669	1447	1359	1364
Ube2z	5151	4630	4007	4193
Ube3a	3102	3042	2871	3149
Ube3b	5455	4305	3973	4322
Ube3c	3413	2932	2619	3028
Ube4a	2673	2208	2196	2436
Ube4b	4793	4048	3860	4142
Ube4bos1	7	5	4	5
Ube4bos2	2	4	8	5
Ube4bos3	17	15	13	26
Ubfd1	3746	3426	2862	3346
Ubiad1	1131	818	966	978
Ubl3	2152	1910	1439	1654
Ubl4a	2672	2437	2069	2261
Ubl4b	2	2	0	1
Ubl5	2256	1808	1614	1804
Ubl7	2070	1778	1508	1687
Ublcp1	1171	948	938	1026
Ubn1	4360	3932	3482	3594
Ubn2	4922	4851	4585	4242
Ubox5	404	345	304	344
Ubp1	3865	2833	3155	3500
Ubqln1	7215	5358	5328	6140
Ubqln2	3797	3040	2821	3542
Ubqln3	0	0	0	0
Ubqln4	4476	3308	3088	3972
Ubqln5	0	0	0	0
Ubqlnl	0	0	0	0
Ubr1	1778	1817	1781	1714
Ubr2	3459	3230	2969	3315
Ubr3	2947	2711	2820	2779
Ubr4	10561	9184	9239	11245
Ubr5	10341	9247	8324	8966
Ubr7	2086	1809	1580	1687
Ubtd1	632	435	332	373
Ubtd2	628	630	572	655
Ubtf	7087	5151	4824	5947
Ubtfl1	0	0	1	0
Ubxn1	4893	4017	3398	3596
Ubxn10	33	35	22	35
Ubxn11	282	165	184	167
Ubxn2a	1123	1009	888	935
Ubxn2b	975	990	876	1059
Ubxn4	4016	3375	2960	3268
Ubxn6	727	659	566	629
Ubxn7	2582	2455	2253	2251
Ubxn8	866	825	668	694
Uchl1	8608	5448	8063	6911
Uchl1os	8	8	9	3
Uchl3	1108	934	812	890
Uchl4	56	31	41	41
Uchl5	982	890	762	916
Uck1	5886	4208	3793	3937
Uck2	3736	2192	2517	2851
Uckl1	764	730	657	660
Uckl1os	13	16	26	52
Ucma	1	4	3	2
Ucn	0	0	0	0
Ucn2	0	2	3	1
Ucn3	0	1	0	0
Ucp1	2	2	1	1
Ucp2	22837	16906	12465	14889
Ucp3	5	2	5	2
Uevld	868	767	709	774
Ufc1	1414	1162	1080	1131
Ufd1	2308	1919	1811	1957
Ufl1	1470	1239	1105	1167
Ufm1	1416	1251	1121	1217
Ufsp1	58	40	39	56
Ufsp2	1558	1362	1188	1306
Ugcg	1978	1811	1804	1891
Ugdh	2473	2409	1997	2134
Uggt1	8415	7517	6965	7438
Uggt2	921	881	894	925
Ugp2	2714	2593	2080	2325
Ugt1a1	0	2	1	0
Ugt1a10	0	0	0	0
Ugt1a2	0	0	0	0
Ugt1a5	0	0	0	1
Ugt1a6a	3	6	3	3
Ugt1a6b	11	27	13	13
Ugt1a7c	15	12	11	22
Ugt1a8	0	0	0	0
Ugt1a9	0	0	0	0
Ugt2a1	0	0	0	0
Ugt2a2	0	0	0	0
Ugt2a3	1	0	0	0
Ugt2b1	0	0	0	0
Ugt2b34	0	0	0	0
Ugt2b35	4	2	0	1
Ugt2b36	0	0	0	1
Ugt2b37	0	0	0	0
Ugt2b38	8	1	11	5
Ugt2b5	0	0	0	0
Ugt3a1	0	1	0	0
Ugt3a2	2	1	1	0
Ugt8a	74	35	89	50
Uhmk1	3235	2920	2798	3012
Uhrf1	7931	5257	6496	7350
Uhrf1bp1	2387	1831	1896	2088
Uhrf1bp1l	2167	1755	1684	1688
Uhrf2	2430	2292	1944	2352
Uimc1	1130	934	1030	886
Ulbp1	939	960	738	825
Ulk1	4021	3366	3379	3437
Ulk2	1983	2152	1709	1697
Ulk3	430	356	385	459
Ulk4	427	257	227	228
Umad1	228	223	210	192
Umod	4	1	2	2
Umodl1	1509	727	1826	1147
Umpk-ps	0	0	0	0
Umps	3365	2780	2049	2577
Unc119	1858	1596	2141	1547
Unc119b	2098	2042	1714	1922
Unc13a	340	390	198	370
Unc13b	3422	3033	2800	2694
Unc13c	705	560	650	523
Unc13d	197	151	164	161
Unc45a	2478	2015	1330	1711
Unc45b	187	165	61	78
Unc45bos	2	3	1	2
Unc50	1409	1137	1044	1146
Unc5a	216	156	158	147
Unc5b	1081	977	691	679
Unc5c	828	421	577	522
Unc5cl	1	5	5	2
Unc5d	5	11	10	17
Unc79	28	40	47	48
Unc80	138	88	94	105
Unc93a	0	1	0	0
Unc93a2	0	1	0	1
Unc93b1	476	477	437	410
Uncx	0	0	0	0
Ung	1906	1115	1818	1533
Unk	2193	1553	1619	1862
Unkl	481	496	377	465
Uox	0	1	0	0
Upb1	5	3	5	5
Upf1	3715	2413	2664	2963
Upf2	3370	3391	3037	2967
Upf3a	1540	1320	1174	1250
Upf3b	1459	1179	1415	1336
Upk1a	17	17	16	14
Upk1b	44	43	8	49
Upk2	3	0	0	2
Upk3a	40	32	30	49
Upk3b	881	467	237	274
Upk3bl	35	25	37	24
Upp1	217	166	261	196
Upp2	53	68	53	59
Uprt	188	230	184	183
Uqcc1	1441	1092	1036	1183
Uqcc2	1729	1292	1015	1419
Uqcc3	673	608	534	490
Uqcr10	1926	1593	1427	1652
Uqcr11	1956	1667	1365	1682
Uqcrb	1762	1655	1342	1420
Uqcrc1	6962	6007	4638	5567
Uqcrc2	7011	6043	5043	5395
Uqcrfs1	2932	2357	1964	2270
Uqcrh	5085	4266	3774	3933
Uqcrh-ps1	0	0	0	0
Uqcrh-ps2	4	7	9	10
Uqcrq	2505	2070	1742	2269
Urad	11	1	2	13
Urah	2	0	0	0
Urb1	1085	795	749	1023
Urb2	986	895	784	867
Urgcp	1449	1417	1025	1202
Uri1	2561	2218	2073	1984
Urm1	1191	1090	968	1043
Uroc1	0	3	2	6
Urod	2040	1726	1605	1685
Uros	499	419	485	479
Usb1	753	780	631	793
Use1	2639	2139	1914	1873
Usf1	1693	1427	1267	1359
Usf2	1730	1447	1279	1415
Usf2-ps1	0	0	0	0
Usf3	3564	2879	3125	3542
Ush1c	0	0	0	0
Ush1g	100	87	62	73
Ush2a	120	75	115	130
Ushbp1	376	337	350	307
Uso1	4329	3106	2890	3564
Usp1	3592	2752	2588	3185
Usp10	3113	2334	1849	2361
Usp11	3551	3064	2990	3069
Usp12	1291	1147	1046	1053
Usp13	155	122	135	174
Usp14	2791	2441	2254	2625
Usp15	2523	1815	1949	1908
Usp16	1764	1321	1426	1544
Usp17la	0	0	0	0
Usp17lb	1	0	6	7
Usp17lc	0	0	4	1
Usp17ld	0	0	0	0
Usp17le	2	1	3	1
Usp17le-ps	0	0	0	0
Usp18	56	46	40	38
Usp19	10119	7495	7023	7469
Usp2	788	529	468	505
Usp20	1083	873	936	910
Usp21	2338	1902	1946	2208
Usp22	7703	6711	5691	6425
Usp24	3757	3037	3187	3979
Usp25	1738	1665	1439	1496
Usp26	13	6	4	5
Usp27x	399	272	319	291
Usp28	3066	2413	2433	2271
Usp29	105	62	100	107
Usp3	2795	2121	2637	2872
Usp30	2370	1634	2572	1733
Usp31	2039	1681	1586	1946
Usp32	1864	1675	1756	1754
Usp33	2099	1755	1495	1735
Usp34	5668	5153	5780	5927
Usp35	262	234	265	274
Usp36	2128	1472	1347	1721
Usp37	1926	1480	1534	1799
Usp38	1453	1068	986	1066
Usp39	1895	1332	1286	1627
Usp4	3811	3054	2596	3092
Usp40	2007	1861	1756	1854
Usp42	2017	1719	1574	1817
Usp43	194	113	146	117
Usp44	4	1	2	1
Usp45	903	974	855	794
Usp46	3638	2535	2847	2947
Usp46os1	0	0	1	0
Usp46os2	1	1	0	4
Usp47	5068	4465	4045	4465
Usp48	7422	6243	7049	6844
Usp49	722	579	624	674
Usp5	5764	4420	3821	4975
Usp50	25	13	18	25
Usp51	65	53	60	57
Usp53	781	736	739	664
Usp54	1425	1361	1271	1340
Usp6nl	2603	2510	2153	2012
Usp7	7953	5601	6105	6820
Usp8	3268	3220	2921	3007
Usp9x	7680	7314	8130	8376
Usp9y	0	0	0	0
Uspl1	1482	1252	1234	1428
Ust	838	889	909	867
Utf1	19	10	6	16
Utp11	1227	1036	802	977
Utp14a	2068	1562	1444	1502
Utp14b	354	244	297	325
Utp14b-ps1	0	0	0	0
Utp15	1319	1029	997	1301
Utp18	1550	1088	1100	1281
Utp20	2453	2203	1931	2504
Utp23	279	252	224	289
Utp25	1080	829	783	950
Utp3	1567	1236	1003	1195
Utp4	3107	2160	2394	2338
Utp6	2520	2084	1902	2378
Utrn	3187	3078	2638	2900
Uts2	0	0	1	0
Uts2b	0	0	1	0
Uts2r	10	0	6	5
Uty	0	0	0	0
Uvrag	1937	1368	1408	1404
Uvssa	761	641	674	592
Uxs1	2245	1952	1634	1780
Uxt	337	280	253	288
V1ra8	0	0	0	0
V1rd19	0	0	0	0
V1rg10	0	0	0	0
Vac14	2560	1840	1992	2278
Vamp1	440	336	485	393
Vamp2	2533	2345	2183	2101
Vamp3	3065	2702	2493	2599
Vamp4	1413	1155	1196	1246
Vamp5	192	186	152	159
Vamp7-ps	421	350	356	394
Vamp8	1425	1280	1096	1066
Vamp9	4	4	6	8
Vangl1	677	625	552	646
Vangl2	708	670	650	720
Vapa	6357	4703	3871	4523
Vapb	3188	2810	2573	2567
Vars	5910	4155	2522	4828
Vars2	2071	1685	1434	1832
Vash1	266	251	236	323
Vash2	189	201	214	228
Vasn	2752	2529	1867	2033
Vasp	2309	1946	1639	1828
Vat1	2454	2813	2088	2282
Vat1l	22	12	13	8
Vaultrc5	2	1	1	0
Vav1	14	11	14	8
Vav2	759	738	848	952
Vav3	144	136	182	122
Vax1	2	1	1	4
Vax2	0	0	0	0
Vax2os	1	0	0	0
Vbp1	1650	1502	1274	1402
Vcam1	106	223	320	247
Vcan	7787	6690	9935	15053
Vcl	3127	3202	2103	2464
Vcp	13009	10740	8519	10547
Vcp-rs	165	155	104	145
Vcpip1	1746	1676	1562	1645
Vcpkmt	640	522	501	608
Vdac1	8974	7894	6619	7223
Vdac2	5722	4541	4070	4609
Vdac3	2782	2415	2305	2513
Vdac3-ps1	28	34	23	30
Vdr	40	40	20	12
Vegfa	4612	3361	2366	3359
Vegfb	1273	1058	1069	1258
Vegfc	238	271	181	186
Vegfd	526	663	463	703
Veph1	19	18	27	24
Vezf1	3735	3392	3105	3286
Vezt	929	860	741	785
Vgf	1	2	2	0
Vgll1	26	17	33	20
Vgll2	1	3	1	4
Vgll3	492	845	640	462
Vgll4	1515	1436	1172	1186
Vhl	1274	1101	997	1099
Vhl-ps1	0	0	0	0
Vil1	698	454	642	703
Vill	394	275	516	518
Vim	9896	11758	10263	10419
Vinac1	9	5	11	3
Vip	0	1	0	0
Vipas39	2198	1875	1678	1757
Vipr1	45	26	50	27
Vipr2	18	14	8	10
Virma	3370	2895	2711	3089
Vis1	1	2	0	2
Vit	202	346	144	224
Vkorc1	881	791	803	746
Vkorc1l1	2182	1818	1638	1978
Vldlr	3038	3227	1535	1817
Vma21	977	903	839	780
Vma21-ps	0	0	0	0
Vmac	693	614	711	542
Vmn1r-ps1	0	0	0	0
Vmn1r-ps10	0	0	0	0
Vmn1r-ps100	0	0	0	0
Vmn1r-ps101	0	0	0	0
Vmn1r-ps102	0	0	0	0
Vmn1r-ps103	0	0	0	0
Vmn1r-ps104	0	0	0	0
Vmn1r-ps106	0	0	0	0
Vmn1r-ps107	0	0	0	0
Vmn1r-ps108	0	0	0	0
Vmn1r-ps109	0	0	0	0
Vmn1r-ps11	0	0	0	0
Vmn1r-ps110	0	0	0	0
Vmn1r-ps111	0	0	0	0
Vmn1r-ps112	0	0	0	0
Vmn1r-ps113	0	0	0	1
Vmn1r-ps114	0	0	0	0
Vmn1r-ps116	0	0	0	0
Vmn1r-ps117	0	0	0	0
Vmn1r-ps12	0	0	0	0
Vmn1r-ps120	0	0	0	0
Vmn1r-ps123	0	0	0	0
Vmn1r-ps125	0	0	0	0
Vmn1r-ps126	0	0	0	0
Vmn1r-ps127	0	0	0	0
Vmn1r-ps128	0	0	0	0
Vmn1r-ps13	0	0	0	0
Vmn1r-ps131	0	0	0	0
Vmn1r-ps132	0	0	0	0
Vmn1r-ps133	0	0	0	0
Vmn1r-ps135	0	0	0	0
Vmn1r-ps136	2	0	0	2
Vmn1r-ps137	0	0	0	0
Vmn1r-ps139	0	0	0	0
Vmn1r-ps14	0	0	0	0
Vmn1r-ps140	0	0	0	0
Vmn1r-ps141	0	0	0	0
Vmn1r-ps142	0	0	0	0
Vmn1r-ps143	0	0	0	0
Vmn1r-ps144	0	0	2	1
Vmn1r-ps145	2	1	1	2
Vmn1r-ps146	0	0	0	0
Vmn1r-ps147	0	0	1	1
Vmn1r-ps148	0	0	0	0
Vmn1r-ps149	0	0	0	0
Vmn1r-ps15	0	0	0	0
Vmn1r-ps150	1	0	0	0
Vmn1r-ps151	0	0	0	0
Vmn1r-ps152	0	0	0	0
Vmn1r-ps16	0	0	0	0
Vmn1r-ps17	0	0	0	0
Vmn1r-ps18	0	0	0	0
Vmn1r-ps19	0	0	0	0
Vmn1r-ps2	0	0	0	0
Vmn1r-ps20	0	0	0	0
Vmn1r-ps21	0	0	0	0
Vmn1r-ps22	0	0	0	0
Vmn1r-ps23	0	0	0	0
Vmn1r-ps24	1	0	0	0
Vmn1r-ps25	0	0	0	0
Vmn1r-ps26	0	0	0	0
Vmn1r-ps27	0	0	0	0
Vmn1r-ps28	0	0	0	0
Vmn1r-ps29	0	0	0	0
Vmn1r-ps3	0	0	0	0
Vmn1r-ps31	0	0	0	0
Vmn1r-ps32	0	0	1	6
Vmn1r-ps34	0	0	0	0
Vmn1r-ps40	0	0	0	0
Vmn1r-ps45	0	0	0	0
Vmn1r-ps46	0	0	0	0
Vmn1r-ps47	0	0	0	0
Vmn1r-ps48	0	0	0	0
Vmn1r-ps49	0	0	0	0
Vmn1r-ps5	0	0	0	0
Vmn1r-ps50	0	0	0	0
Vmn1r-ps51	0	0	0	0
Vmn1r-ps52	0	0	0	0
Vmn1r-ps53	0	0	0	0
Vmn1r-ps55	0	0	0	0
Vmn1r-ps56	0	0	0	0
Vmn1r-ps57	0	0	0	0
Vmn1r-ps58	0	0	0	0
Vmn1r-ps59	0	0	0	0
Vmn1r-ps6	0	0	0	0
Vmn1r-ps60	0	1	0	1
Vmn1r-ps61	0	0	0	0
Vmn1r-ps62	0	0	0	0
Vmn1r-ps63	0	0	0	0
Vmn1r-ps64	0	0	0	0
Vmn1r-ps65	0	0	0	0
Vmn1r-ps66	0	0	0	0
Vmn1r-ps67	0	0	0	0
Vmn1r-ps68	0	0	0	0
Vmn1r-ps69	0	0	0	0
Vmn1r-ps70	0	0	0	0
Vmn1r-ps71	0	0	0	0
Vmn1r-ps73	0	0	0	0
Vmn1r-ps74	0	0	0	0
Vmn1r-ps75	0	0	0	0
Vmn1r-ps76	0	0	0	0
Vmn1r-ps77	0	0	0	0
Vmn1r-ps78	0	0	0	0
Vmn1r-ps79	0	0	0	0
Vmn1r-ps8	0	0	0	0
Vmn1r-ps80	0	0	0	0
Vmn1r-ps83	0	0	0	0
Vmn1r-ps84	0	0	0	0
Vmn1r-ps85	0	0	0	0
Vmn1r-ps86	0	0	0	0
Vmn1r-ps9	0	0	0	0
Vmn1r-ps92	0	0	0	0
Vmn1r-ps93	0	0	0	0
Vmn1r-ps94	0	0	0	0
Vmn1r-ps95	0	0	0	0
Vmn1r-ps96	0	0	0	0
Vmn1r-ps97	0	0	0	1
Vmn1r-ps99	0	0	0	0
Vmn1r1	0	0	0	0
Vmn1r10	0	0	0	0
Vmn1r100	0	0	0	0
Vmn1r101	0	0	0	0
Vmn1r103	0	0	0	0
Vmn1r104	0	0	0	0
Vmn1r107	0	0	0	0
Vmn1r11	0	0	0	0
Vmn1r111	0	0	0	0
Vmn1r112	0	0	0	0
Vmn1r113	0	1	0	0
Vmn1r114	0	0	0	0
Vmn1r115	0	0	0	0
Vmn1r116	0	0	0	0
Vmn1r117	0	0	0	0
Vmn1r118	0	0	0	0
Vmn1r119	0	0	0	0
Vmn1r12	0	0	0	0
Vmn1r120	0	0	0	0
Vmn1r121	0	0	0	0
Vmn1r122	0	0	0	0
Vmn1r123	0	0	0	0
Vmn1r124	0	0	0	0
Vmn1r125	0	0	0	0
Vmn1r126	0	0	0	0
Vmn1r127	0	0	0	0
Vmn1r128	0	0	0	0
Vmn1r129	0	0	0	0
Vmn1r13	0	0	0	0
Vmn1r130	0	0	0	0
Vmn1r131	0	0	0	0
Vmn1r132	0	0	0	0
Vmn1r135	0	0	0	0
Vmn1r137	0	0	0	0
Vmn1r138	0	0	0	0
Vmn1r139	12	16	19	15
Vmn1r14	0	0	0	0
Vmn1r142	0	0	0	0
Vmn1r143	0	0	0	0
Vmn1r148	0	0	0	0
